R_km,M_sun
1.198425337750547470e+01,1.609739931980723515e+00
1.190579740309903833e+01,1.609563405849130824e+00
1.184881657280301859e+01,1.609186423528418786e+00
1.182734142869260019e+01,1.609071352433213642e+00
1.174888545428616204e+01,1.608430069441108223e+00
1.167042947987972568e+01,1.607692124368303777e+00
1.159197350547328753e+01,1.607011597779562262e+00
1.151351753106684939e+01,1.606558230802678455e+00
1.143506155666041124e+01,1.606489588587362682e+00
1.135660558225397310e+01,1.606909827016962611e+00
1.127814960784753673e+01,1.607815680825882776e+00
1.119969363344109858e+01,1.609053796596666031e+00
1.119161862523216477e+01,1.609186423528418786e+00
1.112123765903466222e+01,1.610461706971358264e+00
1.104278168462822407e+01,1.611515973398794710e+00
1.096432571022178593e+01,1.611969391846097555e+00
1.088586973581534778e+01,1.611763668464487154e+00
1.080741376140890964e+01,1.610962381303181701e+00
1.072895778700247149e+01,1.609671890701144026e+00
1.070658466016700494e+01,1.609186423528418786e+00
1.065050181259603512e+01,1.608064191176585167e+00
1.057204583818959875e+01,1.606190269873242205e+00
1.053724391271272154e+01,1.605236583850743859e+00
1.049358986378316061e+01,1.604139599070639299e+00
1.041513388937672246e+01,1.601894070619773514e+00
1.039628635068910789e+01,1.601286744173068932e+00
1.033667791497028432e+01,1.599527355779933657e+00
1.027211815870211176e+01,1.597336904495394005e+00
1.025822194056384618e+01,1.596908878570347357e+00
1.017976596615740803e+01,1.594191989844244040e+00
1.015891014804848425e+01,1.593387064817719301e+00
1.010130999175097166e+01,1.591368349483876621e+00
1.005176920420834463e+01,1.589437225140044152e+00
1.002285401734453352e+01,1.588409415387199486e+00
9.948365276058657614e+00,1.585487385462369225e+00
9.944398042938097149e+00,1.585342790470970264e+00
9.865942068531659004e+00,1.582271506388758686e+00
9.848638938422155320e+00,1.581537545784694521e+00
9.787486094125220859e+00,1.579000891389789940e+00
9.756335152158435164e+00,1.577587706107019594e+00
9.709030119718782714e+00,1.575390220900562799e+00
9.674362617132667097e+00,1.573637866429344667e+00
9.630574145312344569e+00,1.571256925333449406e+00
9.603584110617447323e+00,1.569688026751669740e+00
9.552118170905908201e+00,1.566318057908850925e+00
9.543587817630237780e+00,1.565738187073994814e+00
9.491165288527204424e+00,1.561788347396319887e+00
9.473662196499470056e+00,1.560272771423579563e+00
9.445157782151698100e+00,1.557838507718645182e+00
9.404635844361328267e+00,1.553888668040970256e+00
9.395206222093033688e+00,1.552908574330469138e+00
9.364869133137924351e+00,1.549938828363295329e+00
9.327227713618453819e+00,1.545988988685620402e+00
9.316750247686595543e+00,1.544899132723915880e+00
9.286759610027001344e+00,1.542039149007945475e+00
9.245696153994447997e+00,1.538089309330270549e+00
9.238294273280157398e+00,1.537411022776787650e+00
9.199126642949021715e+00,1.534139469652595622e+00
9.159838298873719253e+00,1.530828076552801731e+00
9.151482241957101138e+00,1.530189629974920695e+00
9.099135085049471883e+00,1.526239790297245991e+00
9.081382324467281109e+00,1.524866620352082425e+00
9.044820544071006552e+00,1.522289950619571064e+00
9.002926350060844740e+00,1.519146040579336887e+00
8.991101422025893797e+00,1.518340110941896359e+00
8.936626857370384869e+00,1.514390271264221211e+00
8.924470375654406595e+00,1.513432730178779995e+00
8.882633782977411130e+00,1.510440431586546284e+00
8.846014401247970227e+00,1.507493805363461226e+00
8.832303972318815255e+00,1.506490591908871579e+00
8.783375654280369815e+00,1.502540752231196652e+00
8.767558426841532082e+00,1.501122026207585503e+00
8.736696698695231689e+00,1.498590912553521726e+00
8.694147019611678573e+00,1.494641072875846799e+00
8.689102452435093937e+00,1.494136473287487332e+00
8.651611822067998503e+00,1.490691233198171872e+00
8.613999415843357710e+00,1.486741393520496946e+00
8.610646478028655793e+00,1.486361944775313360e+00
8.576101471314576230e+00,1.482791553842822019e+00
8.542794456361589184e+00,1.478841714165147092e+00
8.532190503622217648e+00,1.477443662091022514e+00
8.510694461983478121e+00,1.474891874487472609e+00
8.481389637458521591e+00,1.470942034809797461e+00
8.456154083921266107e+00,1.466992195132122534e+00
8.453734529215781279e+00,1.466578126168555762e+00
8.430752566236005663e+00,1.463042355454447829e+00
8.408458233082663824e+00,1.459092515776772681e+00
8.389269959686522782e+00,1.455142676099097976e+00
8.375278554809343134e+00,1.451805756863195018e+00
8.372449241298667744e+00,1.451192836421423271e+00
8.356134077314511188e+00,1.447242996743748122e+00
8.342616097560078714e+00,1.443293157066073196e+00
8.331376808581753224e+00,1.439343317388398269e+00
8.321684097615211329e+00,1.435393477710723342e+00
8.312641152419896429e+00,1.431443638033048416e+00
8.303334326723565084e+00,1.427493798355373489e+00
8.296822580402906766e+00,1.425044972827502754e+00
8.292187177430065503e+00,1.423543958677698784e+00
8.277919887359663775e+00,1.419594119000023857e+00
8.262100380713109260e+00,1.415644279322348931e+00
8.245270024592770142e+00,1.411694439644674004e+00
8.228174152182663903e+00,1.407744599966999077e+00
8.218366605996468621e+00,1.405447512115616693e+00
8.210112035203096070e+00,1.403794760289324373e+00
8.191591655339472311e+00,1.399844920611649446e+00
8.175375772014914943e+00,1.395895080933974519e+00
8.161782209688174916e+00,1.391945241256299592e+00
8.150972435641728353e+00,1.387995401578624666e+00
8.142992435780387339e+00,1.384045561900949739e+00
8.139910631590030476e+00,1.381689615369246393e+00
8.137313003202649497e+00,1.380095722223274812e+00
8.133974533234871629e+00,1.376145882545600108e+00
8.132838875740560525e+00,1.372196042867925181e+00
8.132645578438525646e+00,1.368246203190250254e+00
8.131821696877006289e+00,1.364296363512575327e+00
8.129008741829403917e+00,1.360346523834900401e+00
8.123771395124103734e+00,1.356396684157225474e+00
8.116984075628263184e+00,1.352446844479550547e+00
8.110545862505713188e+00,1.348497004801875843e+00
8.106592768804848248e+00,1.344547165124200916e+00
8.106658433732118141e+00,1.340597325446525989e+00
8.111116317342421667e+00,1.336647485768851062e+00
8.119043178449604881e+00,1.332697646091176136e+00
8.128537685141559166e+00,1.328747806413501209e+00
8.137414016805479378e+00,1.324797966735826282e+00
8.139910631590030476e+00,1.323305517017923316e+00
8.143542365365693314e+00,1.320848127058151578e+00
8.147054142900127971e+00,1.316898287380476651e+00
8.149031767350475519e+00,1.312948447702801724e+00
8.151297305453192976e+00,1.308998608025126797e+00
8.156360160672054604e+00,1.305048768347451871e+00
8.167031855953633013e+00,1.301098928669776944e+00
8.186205185250242877e+00,1.297149088992102239e+00
8.216882658852938448e+00,1.293199249314427313e+00
8.218366605996468621e+00,1.293056076107826469e+00
8.262568666129311623e+00,1.289249409636752386e+00
8.296822580402906766e+00,1.287062063950132451e+00
8.329997440783074580e+00,1.285299569959077459e+00
8.375278554809343134e+00,1.283307350013605408e+00
8.431457698826308800e+00,1.281349730281402532e+00
8.453734529215781279e+00,1.280647719960508413e+00
8.532190503622217648e+00,1.278561659387641436e+00
8.582305843295980452e+00,1.277399890603727606e+00
8.610646478028655793e+00,1.276750544443125301e+00
8.689102452435093937e+00,1.274981942618054642e+00
8.757377951642135727e+00,1.273450050926052901e+00
8.767558426841530306e+00,1.273213089973060042e+00
